Variable,Type,NumUniqueValues,Variable_Type,Code,Description,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
dv048_flag,numerical,2,,V038,"NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST HEMOPHILUS INFLUENZA, TYPE B [HIB]",2,70883,0,0.0,8477,395,8082.0,0.04659667335142149,0.007929221811375467,0.119591439414246,0.12717321313586608,0.1192439913244906,0.119591439414246,0.12717321313586608,0.1192439913244906,0.0663025869595054,0.005,0.005,0.18295999999999998,0.3929774647887324,1.0761843903383896,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
dv048_index_max_dd,numerical,732,Date_Difference,V048,"NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION, INFLUENZA",732,8477,62406,0.8804085605857541,8414,392,8022.0,0.04658901830282862,0.007848605366861536,0.11870265084717067,0.1262073406310367,0.11835873526417515,356.0024772914946,340.30632911392405,356.76961148230635,0.04624485338876495,-0.01677,0.01677,0.12252,0.3046353260869565,0.9773123909249564,0.0,67.80000000000001,162.0,304.0,532.0,639.0000000000001,728,0.0,79.0,172.0,349.0,537.0,644.0,730
dv048_index_min_dd,numerical,731,Date_Difference,V048,"NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION, INFLUENZA",731,8477,62406,0.8804085605857541,8437,394,8043.0,0.04669906364821619,0.008182680748970717,0.11902712921292835,0.12685125563425628,0.11866857488528555,446.4094608941842,436.8379746835443,446.87725810442964,0.02248895756101587,-0.01009,0.01009,0.35299,0.5921999449944995,1.9104811637448715,0.0,118.0,291.5,479.0,596.5,666.0,728,0.0,133.0,318.25,488.0,606.0,679.0,730
dv048_max_min_dd,numerical,360,Date_Difference,V048,"NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION, INFLUENZA",360,8477,62406,0.8804085605857541,2228,107,2121.0,0.04802513464991024,0.00315565094009624,0.0314320782133939,0.03444945267224726,0.031293801732151016,90.40698360268965,96.53164556962022,90.10764662212324,0.07105644599015133,0.00433,0.00433,0.68987,0.8504864591754244,1.0441664702184503,0.0,0.0,0.0,0.0,279.5,366.6,727,0.0,0.0,0.0,0.0,28.0,369.0,728
dv053_claim_cnt,numerical,13,,V048,"NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION, INFLUENZA",13,70883,0,0.0,5380,199,5181.0,0.036988847583643125,0.012372317987891068,0.07589972207722585,0.06406954282034771,0.07644186080823878,0.10730358478055388,0.08918222794591114,0.10813402776753177,0.17661851521902888,-0.0096,0.0096,0.01055,0.050168224299065416,0.8270676502026703,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,24
dv053_flag,numerical,2,,V048,"NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION, INFLUENZA",2,70883,0,0.0,5380,199,5181.0,0.036988847583643125,0.012372317987891068,0.07589972207722585,0.06406954282034771,0.07644186080823878,0.07589972207722585,0.06406954282034771,0.07644186080823878,0.16300873902150234,-0.009559999999999999,0.009559999999999999,0.0109,0.05140979381443299,0.8270676502026703,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv053_index_max_dd,numerical,611,Date_Difference,V053,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST VIRALHEPATITIS,611,5380,65503,0.9241002779227742,5217,195,5022.0,0.037377803335250134,0.011314219434494288,0.07360015800685638,0.06278171281390857,0.07409593224840286,183.03141263940518,181.643216080402,183.0847326770894,0.007875787963934544,-0.00031,0.00031,0.98201,0.989456868131868,1.5434587813620069,0.0,26.8,74.5,150.0,255.5,400.0000000000003,610,0.0,19.0,63.0,151.0,262.0,411.0,728
dv053_index_min_dd,numerical,659,Date_Difference,V053,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST VIRALHEPATITIS,659,5380,65503,0.9241002779227742,5251,196,5055.0,0.037326223576461634,0.011479152766058,0.07407982167797639,0.06310367031551835,0.07458282308157635,246.75650557620816,242.0,246.9392009264621,0.02001649729529276,-0.00515,0.00515,0.7055100000000001,0.8581232524399894,1.6284866468842734,0.0,38.2,88.0,204.0,388.5,519.4000000000002,610,0.0,29.0,92.0,216.0,389.0,516.0,730
dv053_max_min_dd,numerical,430,Date_Difference,V053,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST VIRALHEPATITIS,430,5380,65503,0.9241002779227742,1323,46,1277.0,0.03476946334089191,0.004031154742996857,0.01866455990858175,0.014810045074050225,0.018841199817047082,63.725092936802966,60.35678391959799,63.85446824937271,0.05488708087477285,-0.0061,0.0061,0.6548,0.8247085855806274,0.9191477165128646,0.0,0.0,0.0,0.0,0.0,349.4,596,0.0,0.0,0.0,0.0,0.0,344.0,710
dv075_claim_cnt,numerical,17,,V053,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST VIRALHEPATITIS,17,70883,0,0.0,1008,70,938.0,0.06944444444444445,0.008697522036420314,0.014220617073205141,0.022537025112685124,0.01383950307626481,0.028102648025619684,0.05151320025756599,0.02702981837496496,0.8712126295102457,0.015119999999999998,0.015119999999999998,5.9999999999999995e-05,0.0006182432432432432,1.6429463355160954,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,20
dv075_flag,numerical,2,,V053,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST VIRALHEPATITIS,2,70883,0,0.0,1008,70,938.0,0.06944444444444445,0.008697522036420314,0.014220617073205141,0.022537025112685124,0.01383950307626481,0.014220617073205141,0.022537025112685124,0.01383950307626481,0.6116135461384733,0.015040000000000001,0.015040000000000001,5.9999999999999995e-05,0.0006182432432432432,1.6429463355160954,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv075_index_max_dd,numerical,296,Date_Difference,V075,USE OF AROMATASE INHIBITORS,296,1008,69875,0.9857793829267948,561,47,514.0,0.08377896613190731,0.007548308992291024,0.007914450573480242,0.015132002575660013,0.007583693583368989,102.4811507936508,105.77142857142857,102.23560767590618,0.034502158378782115,0.04124,0.04124,0.19075999999999999,0.4051657381615599,1.6856707832854,0.0,0.0,0.0,31.0,115.0,381.4,729,0.0,0.0,0.0,11.5,137.75,364.0,730
dv075_index_min_dd,numerical,387,Date_Difference,V075,USE OF AROMATASE INHIBITORS,387,1008,69875,0.9857793829267948,679,55,624.0,0.08100147275405008,0.008500999561257673,0.009579165667367351,0.01770766258853831,0.009206663027280642,178.37797619047618,210.88571428571427,175.95202558635395,0.19584081760215344,0.06,0.06,0.05686,0.17841872427983538,1.8450854700854704,0.0,0.0,13.25,170.5,353.0,493.80000000000007,729,0.0,0.0,0.0,70.5,307.75,551.3000000000002,730
dv075_max_min_dd,numerical,213,Date_Difference,V075,USE OF AROMATASE INHIBITORS,213,1008,69875,0.9857793829267948,345,31,314.0,0.08985507246376813,0.005347842500919244,0.004867175486364854,0.009980682549903412,0.004632840048984168,75.89682539682539,105.11428571428571,73.71641791044777,0.4136914507250426,0.06625,0.06625,0.03547,0.12717496081504706,1.5796178343949046,0.0,0.0,0.0,0.0,213.25,317.1,618,0.0,0.0,0.0,0.0,49.75,301.8000000000004,714
dv104_claim_cnt,numerical,34,,V075,USE OF AROMATASE INHIBITORS,34,70883,0,0.0,12246,603,11643.0,0.0492405683488486,0.02235643496648954,0.17276356813340293,0.19414037347070187,0.17178393850421236,0.3526515525584414,0.386349001931745,0.3511073077887779,0.0999334722541079,0.01213,0.01213,0.00125,0.008612575301204819,1.1614955637362967,0.0,0.0,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.0,0.0,1.0,125
dv104_flag,numerical,2,,V075,USE OF AROMATASE INHIBITORS,2,70883,0,0.0,12246,603,11643.0,0.0492405683488486,0.02235643496648954,0.17276356813340293,0.19414037347070187,0.17178393850421236,0.17276356813340293,0.19414037347070187,0.17178393850421236,0.1294047999125982,0.0121,0.0121,0.0012699999999999999,0.008737218045112783,1.1614955637362967,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
dv104_index_max_dd,numerical,728,Date_Difference,V104,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF UNSPECIFIED MALE GENITAL ORGAN,728,12246,58637,0.8272364318665971,9255,480,8775.0,0.05186385737439222,0.025070901951564,0.13056727282987454,0.15453960077269802,0.12946869882113402,152.80842724154826,173.0149253731343,151.76191703169286,0.13908269802323328,0.028010000000000004,0.028010000000000004,0.00193,0.012613928571428571,1.2754638315613924,0.0,0.0,5.0,95.0,305.5,482.80000000000007,721,0.0,0.0,1.0,56.0,251.0,475.80000000000115,730
dv104_index_min_dd,numerical,732,Date_Difference,V104,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF UNSPECIFIED MALE GENITAL ORGAN,732,12246,58637,0.8272364318665971,10260,525,9735.0,0.05116959064327485,0.0253948925589573,0.1447455666379809,0.16902768834513845,0.14363279578618116,237.41335946431488,259.3714759535655,236.27613158120758,0.0972790428662854,0.02352,0.02352,0.00924,0.04497127659574468,1.3191892852909803,0.0,0.0,21.0,225.0,450.0,603.0,729,0.0,0.0,14.0,156.0,427.0,613.0,730
dv104_max_min_dd,numerical,715,Date_Difference,V104,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF UNSPECIFIED MALE GENITAL ORGAN,715,12246,58637,0.8272364318665971,4411,227,4184.0,0.051462253457265926,0.011352496926091318,0.06222930745030542,0.07308435286542178,0.06173185593933045,84.60493222276664,86.35655058043119,84.51421454951473,0.02177575210468264,0.0067599999999999995,0.0067599999999999995,0.45468000000000003,0.6817964601769911,1.0762841473088969,0.0,0.0,0.0,0.0,91.0,365.80000000000086,729,0.0,0.0,0.0,0.0,56.0,371.0,730
dv125_claim_cnt,numerical,28,,V104,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF UNSPECIFIED MALE GENITAL ORGAN,28,70883,0,0.0,2146,67,2079.0,0.031220876048462257,0.00910296988207445,0.030275242300692687,0.02157115260785576,0.030674122489930213,0.06647574171522086,0.0489375402446877,0.06727946058397391,0.2759190024213973,-0.01087,0.01087,0.00379,0.021865384615384616,0.6966935055121959,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,56
dv125_flag,numerical,2,,V104,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF UNSPECIFIED MALE GENITAL ORGAN,2,70883,0,0.0,2146,67,2079.0,0.031220876048462257,0.00910296988207445,0.030275242300692687,0.02157115260785576,0.030674122489930213,0.030275242300692687,0.02157115260785576,0.030674122489930213,0.3006737251402998,-0.01087,0.01087,0.00379,0.021865384615384616,0.6966935055121959,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv125_index_max_dd,numerical,626,Date_Difference,V125,PERSONAL HISTORY OF UNSPECIFIED CIRCULATORY DISEASE,626,2146,68737,0.9697247576993072,1921,59,1862.0,0.03071317022384175,0.00847695381014522,0.027100997418280832,0.018995492594977462,0.027472446405122683,215.19711090400745,259.7313432835821,213.76190476190484,0.21361550035949514,0.02937,0.02937,0.17382,0.3800769230769231,0.8594924812030076,0.0,0.0,28.0,202.0,410.0,640.9999999999999,721,0.0,0.0,28.0,143.0,358.0,555.4000000000002,729
dv125_index_min_dd,numerical,662,Date_Difference,V125,PERSONAL HISTORY OF UNSPECIFIED CIRCULATORY DISEASE,662,2146,68737,0.9697247576993072,1989,63,1926.0,0.03167420814479638,0.008133396934709209,0.02806032476052086,0.020283322601416614,0.028416719536125824,279.95619757688723,307.3134328358209,279.074555074555,0.10086891451477974,0.022369999999999998,0.022369999999999998,0.30021,0.5346285519657454,1.2511682242990652,0.0,13.600000000000005,129.5,281.0,478.5,670.2,723,0.0,4.0,66.0,231.0,479.0,642.2,730
dv125_max_min_dd,numerical,370,Date_Difference,V125,PERSONAL HISTORY OF UNSPECIFIED CIRCULATORY DISEASE,370,2146,68737,0.9697247576993072,788,23,765.0,0.02918781725888325,0.0038819922319968275,0.011116910965957988,0.007405022537025113,0.011287014769021941,64.75908667287977,47.58208955223882,65.31265031265032,0.2737926316035713,-0.01168,0.01168,0.58855,0.7835669188245562,0.897860962566845,0.0,0.0,0.0,0.0,25.5,148.79999999999995,712,0.0,0.0,0.0,0.0,31.0,268.4000000000001,724
dv127_claim_cnt,numerical,13,,V125,PERSONAL HISTORY OF UNSPECIFIED CIRCULATORY DISEASE,13,70883,0,0.0,3242,116,3126.0,0.03578038247995065,0.008774770555699397,0.04573734181679669,0.03734707018673535,0.04612184074243475,0.08085154409378835,0.06342562781712814,0.08165011729642799,0.22540682040851706,-0.0086,0.0086,0.02206,0.0889202643171806,0.8023670285040561,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,18
dv127_flag,numerical,2,,V125,PERSONAL HISTORY OF UNSPECIFIED CIRCULATORY DISEASE,2,70883,0,0.0,3242,116,3126.0,0.03578038247995065,0.008774770555699397,0.04573734181679669,0.03734707018673535,0.04612184074243475,0.04573734181679669,0.03734707018673535,0.04612184074243475,0.19185134524973485,-0.0086,0.0086,0.022080000000000002,0.0889225352112676,0.8023670285040561,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv127_index_max_dd,numerical,717,Date_Difference,V127,PERSONAL HISTORY OF UNSPECIFIED DIGESTIVE DISEASE,717,3242,67641,0.9542626581832032,3197,114,3083.0,0.0356584297779168,0.00878425204902624,0.04510249284031432,0.036703155183515766,0.04548740723254202,310.5289944478717,311.0431034482759,310.5099168266155,0.0017170268515775675,-0.00047999999999999996,0.00047999999999999996,0.9783700000000001,0.9872171923246582,0.7950048653908531,0.0,30.0,109.0,319.0,498.5,630.5,724,0.0,32.0,110.0,283.0,502.0,627.5,730
dv127_index_min_dd,numerical,719,Date_Difference,V127,PERSONAL HISTORY OF UNSPECIFIED DIGESTIVE DISEASE,719,3242,67641,0.9542626581832032,3212,116,3096.0,0.0361145703611457,0.008332142525541673,0.045314109165808435,0.03734707018673535,0.04567921271227703,342.77668106107336,350.1551724137931,342.5028790786948,0.02232442799612387,0.0059700000000000005,0.0059700000000000005,0.7338600000000001,0.8716016355140186,inf,2.0,42.5,170.25,351.5,538.0,638.5,724,0.0,44.5,139.0,335.5,539.0,654.5,730
dv127_max_min_dd,numerical,302,Date_Difference,V127,PERSONAL HISTORY OF UNSPECIFIED DIGESTIVE DISEASE,302,3242,67641,0.9542626581832032,878,35,843.0,0.039863325740318915,0.0011693350910894575,0.012386608918922732,0.011268512556342562,0.01243784764743202,32.24768661320173,39.112068965517246,31.99296225207933,0.2207633309895615,0.013309999999999999,0.013309999999999999,0.4487,0.6781640237859267,1.1702034181274987,0.0,0.0,0.0,0.0,14.25,104.0,706,0.0,0.0,0.0,0.0,6.0,64.0,685
dv153_claim_cnt,numerical,12,,V127,PERSONAL HISTORY OF UNSPECIFIED DIGESTIVE DISEASE,12,70883,0,0.0,986,47,939.0,0.04766734279918864,0.0012777452317232795,0.013910246462480423,0.015132002575660013,0.013854257343936732,0.0243782006969231,0.035093367675466836,0.023887159360845126,0.4596815184984554,0.00225,0.00225,0.5495899999999999,0.7543877137713771,1.0936446547679102,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,13
dv153_flag,numerical,2,,V127,PERSONAL HISTORY OF UNSPECIFIED DIGESTIVE DISEASE,2,70883,0,0.0,986,47,939.0,0.04766734279918864,0.0012777452317232795,0.013910246462480423,0.015132002575660013,0.013854257343936732,0.013910246462480423,0.015132002575660013,0.013854257343936732,0.09185640492925076,0.00223,0.00223,0.55215,0.7565998653500898,1.0936446547679102,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv153_index_max_dd,numerical,367,Date_Difference,V153,"PERSONAL HISTORY OF IRRADIATION, PRESENTING HAZARDS TO HEALTH",367,986,69897,0.9860897535375196,682,28,654.0,0.04105571847507331,0.0006344810123643138,0.009621488932466176,0.00901481004507405,0.009649291057438364,145.96247464503045,104.02127659574468,148.06176783812566,0.30172475048456177,-0.05842000000000001,0.05842000000000001,0.06672,0.2010830039525692,0.6422018348623852,0.0,0.0,0.0,11.0,157.5,327.99999999999994,652,0.0,0.0,0.0,55.0,241.5,468.40000000000015,728
dv153_index_min_dd,numerical,422,Date_Difference,V153,"PERSONAL HISTORY OF IRRADIATION, PRESENTING HAZARDS TO HEALTH",422,986,69897,0.9860897535375196,756,34,722.0,0.04497354497354497,0.00029397379560357206,0.010665462804903856,0.010946555054732776,0.010652581259129205,208.69371196754562,184.3617021276596,209.91160809371672,0.12242777094323977,-0.031560000000000005,0.031560000000000005,0.32221,0.558867987111448,0.7860643511613041,0.0,0.0,0.0,47.0,342.5,535.0,679,0.0,0.0,6.5,143.0,366.5,561.6000000000001,728
dv153_max_min_dd,numerical,224,Date_Difference,V153,"PERSONAL HISTORY OF IRRADIATION, PRESENTING HAZARDS TO HEALTH",224,986,69897,0.9860897535375196,312,16,296.0,0.05128205128205128,0.0007840567948670654,0.0044016195702777814,0.0051513200257566,0.0043672632308895355,62.73123732251521,80.34042553191489,61.84984025559106,0.2947588165886101,0.01584,0.01584,0.61929,0.8008060344827587,1.1211857018308633,0.0,0.0,0.0,0.0,65.0,356.19999999999993,577,0.0,0.0,0.0,0.0,31.5,242.6000000000001,716
dv158_claim_cnt,numerical,31,,V153,"PERSONAL HISTORY OF IRRADIATION, PRESENTING HAZARDS TO HEALTH",31,70883,0,0.0,5027,159,4868.0,0.03162920230753929,0.020632532270970325,0.07091968455059748,0.05119124275595621,0.07182377502692654,0.13144195364191694,0.0849967804249839,0.13357038523392892,0.3695441482958516,-0.016630000000000002,0.016630000000000002,1e-05,0.000119140625,0.6972350333849249,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,108
dv158_flag,numerical,2,,V153,"PERSONAL HISTORY OF IRRADIATION, PRESENTING HAZARDS TO HEALTH",2,70883,0,0.0,5027,159,4868.0,0.03162920230753929,0.020632532270970325,0.07091968455059748,0.05119124275595621,0.07182377502692654,0.07091968455059748,0.05119124275595621,0.07182377502692654,0.2909281450095861,-0.01645,0.01645,1e-05,0.000119140625,0.6972350333849249,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv158_index_max_dd,numerical,705,Date_Difference,V158,PERSONAL HISTORY OF CONTACT WITH AND (SUSPECTED) EXPOSURE TO POTENTIALLY HAZARDOUS BODY FLUIDS,705,5027,65856,0.9290803154494024,4216,129,4087.0,0.030597722960151806,0.018768174267491233,0.059478295218881816,0.04153251770766258,0.060300691975153815,185.9051123930774,200.14465408805032,185.4400164338537,0.07909754317624745,0.0050799999999999994,0.0050799999999999994,0.7188,0.8625308811959088,0.8217029606068021,0.0,0.0,11.5,95.0,355.0,568.2000000000003,722,0.0,0.0,13.0,103.0,313.0,525.0,729
dv158_index_min_dd,numerical,721,Date_Difference,V158,PERSONAL HISTORY OF CONTACT WITH AND (SUSPECTED) EXPOSURE TO POTENTIALLY HAZARDOUS BODY FLUIDS,721,5027,65856,0.9290803154494024,4411,133,4278.0,0.030151892994785764,0.020298409386389583,0.06222930745030542,0.04282034771410174,0.06311875710049132,232.480007957032,224.47798742138372,232.74137222678718,0.03554449639786142,-0.00936,0.00936,0.5072300000000001,0.7269978853383459,0.7054878268061999,0.0,0.0,21.0,171.0,393.0,573.6,722,0.0,0.0,28.0,168.0,407.25,582.0,730
dv158_max_min_dd,numerical,465,Date_Difference,V158,PERSONAL HISTORY OF CONTACT WITH AND (SUSPECTED) EXPOSURE TO POTENTIALLY HAZARDOUS BODY FLUIDS,465,5027,65856,0.9290803154494024,1524,38,1486.0,0.024934383202099737,0.009690456699307293,0.02150021867020301,0.012234385061171927,0.021924841760479215,46.57489556395465,24.33333333333333,47.301355792933435,0.4931416846240999,-0.02802,0.02802,0.04698,0.15529877167630055,0.7147481174154366,0.0,0.0,0.0,0.0,0.0,59.20000000000028,597,0.0,0.0,0.0,0.0,8.0,182.0,730
dv431_claim_cnt,numerical,17,,V158,PERSONAL HISTORY OF CONTACT WITH AND (SUSPECTED) EXPOSURE TO POTENTIALLY HAZARDOUS BODY FLUIDS,17,70883,0,0.0,3191,130,3061.0,0.040739580068943904,0.0033083381344873037,0.04501784631011667,0.04185447520927238,0.045162813343759683,0.08301003061382843,0.07405022537025112,0.08342062941705887,0.1128827923266271,-0.00336,0.00336,0.37033,0.6085703124999999,0.9235464901834736,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,27
dv431_flag,numerical,2,,V158,PERSONAL HISTORY OF CONTACT WITH AND (SUSPECTED) EXPOSURE TO POTENTIALLY HAZARDOUS BODY FLUIDS,2,70883,0,0.0,3191,130,3061.0,0.040739580068943904,0.0033083381344873037,0.04501784631011667,0.04185447520927238,0.045162813343759683,0.04501784631011667,0.04185447520927238,0.045162813343759683,0.07348948040954673,-0.0032700000000000003,0.0032700000000000003,0.38456,0.6236660758596242,0.9235464901834736,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv431_index_max_dd,numerical,701,Date_Difference,V431,LENS REPLACED BY OTHER MEANS,701,3191,67692,0.9549821536898834,3180,130,3050.0,0.040880503144654086,0.0031460411900961355,0.04486266100475431,0.04185447520927238,0.04500051639936852,281.5415230335318,292.5153846153846,281.0754655341392,0.04063315051358488,0.0174,0.0174,0.3257,0.5633563327032136,inf,4.0,62.7,135.75,272.0,419.25,587.5000000000001,716,0.0,40.0,110.0,241.0,435.0,598.0,730
dv431_index_min_dd,numerical,718,Date_Difference,V431,LENS REPLACED BY OTHER MEANS,718,3191,67692,0.9549821536898834,3187,130,3057.0,0.04079071226859115,0.003249321063799604,0.0449614152899849,0.04185447520927238,0.04510379627307198,398.5944844876215,389.5307692307693,398.9794184906892,0.023704917221988142,-0.008870000000000001,0.008870000000000001,0.61627,0.7988235127478753,inf,19.0,122.0,205.75,374.0,583.5,681.1,727,0.0,97.0,216.0,416.0,582.0,672.0,730
dv431_max_min_dd,numerical,491,Date_Difference,V431,LENS REPLACED BY OTHER MEANS,491,3191,67692,0.9549821536898834,1233,45,1188.0,0.0364963503649635,0.003039982421805398,0.017394861955617003,0.014488087572440437,0.01752806999424584,117.05296145408964,97.01538461538462,117.90395295655014,0.17845399280528595,-0.02024,0.02024,0.25299,0.4788701903185767,0.8346702317290553,0.0,0.0,0.0,0.0,126.0,385.1,720,0.0,0.0,0.0,0.0,221.0,413.0,721
dv436_claim_cnt,numerical,40,,V431,LENS REPLACED BY OTHER MEANS,40,70883,0,0.0,2041,94,1947.0,0.04605585497305242,0.0015374459940837965,0.028793928022233826,0.030264005151320026,0.02872655915723623,0.11424460025676116,0.14520283322601416,0.11282588488720363,0.28340025056803003,0.00186,0.00186,0.62044,0.8013999858836816,1.0551902985558197,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,211
dv436_flag,numerical,2,,V431,LENS REPLACED BY OTHER MEANS,2,70883,0,0.0,2041,94,1947.0,0.04605585497305242,0.0015374459940837965,0.028793928022233826,0.030264005151320026,0.02872655915723623,0.028793928022233826,0.030264005151320026,0.02872655915723623,0.05339479882344034,0.0018800000000000002,0.0018800000000000002,0.61636,0.7988235127478753,1.0551902985558197,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv436_index_max_dd,numerical,648,Date_Difference,V436,ANKLE JOINT REPLACEMENT,648,2041,68842,0.9712060719777662,1903,90,1813.0,0.047293746715712036,0.0022266878556824747,0.02684705782768788,0.028976175144880875,0.0267494872891984,252.76384125428712,261.9042553191489,252.32254750898815,0.037907747257731036,0.00997,0.00997,0.65268,0.8241818934584599,1.6629895201323774,0.0,13.0,45.0,194.5,430.25,599.0000000000001,727,0.0,5.0,56.0,205.0,420.0,590.0,730
dv436_index_min_dd,numerical,683,Date_Difference,V436,ANKLE JOINT REPLACEMENT,683,2041,68842,0.9712060719777662,1948,92,1856.0,0.04722792607802875,0.002236169349009314,0.02748190680417025,0.02962009014810045,0.027383920799091136,349.06614404703583,369.7765957446808,348.0662557781202,0.06219549027256916,0.02134,0.02134,0.33526,0.5736030291697831,2.2553879310344827,0.0,33.3,149.5,378.5,612.5,705.0999999999998,728,0.0,23.0,135.0,349.0,557.5,672.4000000000002,730
dv436_max_min_dd,numerical,424,Date_Difference,V436,ANKLE JOINT REPLACEMENT,424,2041,68842,0.9712060719777662,1052,46,1006.0,0.04372623574144487,3.2748203905422914e-05,0.014841358294654572,0.014810045074050225,0.014842793277955646,96.30230279274865,107.87234042553192,95.743708269132,0.12594332435125505,-0.00569,0.00569,0.79742,0.9032143652561248,0.8964131875414182,0.0,0.0,0.0,0.0,105.5,378.0,706,0.0,0.0,0.0,3.0,112.0,367.40000000000015,724
dv450_claim_cnt,numerical,29,,V436,ANKLE JOINT REPLACEMENT,29,70883,0,0.0,2142,90,2052.0,0.04201680672268908,0.0012995821179073858,0.030218811280560923,0.028976175144880875,0.030275757262788264,0.12551669652808148,0.12974887314874434,0.12532274960532333,0.035263225258886505,-0.00158,0.00158,0.67369,0.8395224673202614,0.9557942435664758,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,29
dv450_flag,numerical,2,,V436,ANKLE JOINT REPLACEMENT,2,70883,0,0.0,2142,90,2052.0,0.04201680672268908,0.0012995821179073858,0.030218811280560923,0.028976175144880875,0.030275757262788264,0.030218811280560923,0.028976175144880875,0.030275757262788264,0.043005732616073405,-0.00155,0.00155,0.67909,0.8431035956580732,0.9557942435664758,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv450_index_max_dd,numerical,577,Date_Difference,V450,OTHER SPECIFIED CARDIAC DEVICE IN SITU,577,2142,68741,0.9697811887194392,2035,88,1947.0,0.04324324324324325,0.0003942990155749275,0.02870928149203617,0.028332260141661306,0.02872655915723623,178.45985060690944,190.0888888888889,177.94980506822608,0.0680213716383824,0.00394,0.00394,0.85524,0.9230297239915076,2.3728813559322037,0.0,7.9,27.25,96.0,308.5,544.2000000000003,729,0.0,6.0,28.0,95.0,268.25,507.0,729
dv450_index_min_dd,numerical,653,Date_Difference,V450,OTHER SPECIFIED CARDIAC DEVICE IN SITU,653,2142,68741,0.9697811887194392,2106,90,2016.0,0.042735042735042736,0.0007684284817181182,0.029710932099375024,0.028976175144880875,0.029744603626598993,424.0662931839402,400.27777777777777,425.109649122807,0.05855657887494097,-0.02556,0.02556,0.23699,0.4592245870393901,inf,7.0,66.9,220.75,418.0,601.5,685.1,729,0.0,56.0,204.75,479.5,648.0,701.0,730
