Variable,Type,NumUniqueValues,Code,Description,Class,Variable_Type,Positive Above 0,Negative Above 0,Positive Mean above 0,Negative Mean above 0
c99396_index_min_dd,numerical,702,99396,"PERIODIC COMPREHENSIVE PREVENTIVE MEDICINE REEVALUATION AND MANAGEMENT OF AN INDIVIDUAL INCLUDING AN AGE AND GENDER APPROPRIATE HISTORY, EXAMINATION, COUNSELING/ANTICIPATORY GUIDANCE/RISK FACTOR REDUCTION INTERVENTIONS, AND THE ORDERING OF LABORATORY/DIAGNOSTIC PROCEDURES, ESTABLISHED PATIENT; 40-64 YEARS",CPT,Date_Difference,76,2539,446.75,392.17841669948797
c99396_max_min_dd,numerical,271,99396,"PERIODIC COMPREHENSIVE PREVENTIVE MEDICINE REEVALUATION AND MANAGEMENT OF AN INDIVIDUAL INCLUDING AN AGE AND GENDER APPROPRIATE HISTORY, EXAMINATION, COUNSELING/ANTICIPATORY GUIDANCE/RISK FACTOR REDUCTION INTERVENTIONS, AND THE ORDERING OF LABORATORY/DIAGNOSTIC PROCEDURES, ESTABLISHED PATIENT; 40-64 YEARS",CPT,Date_Difference,17,698,385.52941176470586,393.0773638968481
c99397_claim_cnt,numerical,8,99397,"PERIODIC COMPREHENSIVE PREVENTIVE MEDICINE REEVALUATION AND MANAGEMENT OF AN INDIVIDUAL INCLUDING AN AGE AND GENDER APPROPRIATE HISTORY, EXAMINATION, COUNSELING/ANTICIPATORY GUIDANCE/RISK FACTOR REDUCTION INTERVENTIONS, AND THE ORDERING OF LABORATORY/DIAGNOSTIC PROCEDURES, ESTABLISHED PATIENT; 65 YEARS AND OLDER",CPT,NA,94,2638,1.3404255319148937,1.312357846853677
c99397_index_max_dd,numerical,676,99397,"PERIODIC COMPREHENSIVE PREVENTIVE MEDICINE REEVALUATION AND MANAGEMENT OF AN INDIVIDUAL INCLUDING AN AGE AND GENDER APPROPRIATE HISTORY, EXAMINATION, COUNSELING/ANTICIPATORY GUIDANCE/RISK FACTOR REDUCTION INTERVENTIONS, AND THE ORDERING OF LABORATORY/DIAGNOSTIC PROCEDURES, ESTABLISHED PATIENT; 65 YEARS AND OLDER",CPT,Date_Difference,94,2595,344.90425531914894,286.9398843930636
c99397_index_min_dd,numerical,706,99397,"PERIODIC COMPREHENSIVE PREVENTIVE MEDICINE REEVALUATION AND MANAGEMENT OF AN INDIVIDUAL INCLUDING AN AGE AND GENDER APPROPRIATE HISTORY, EXAMINATION, COUNSELING/ANTICIPATORY GUIDANCE/RISK FACTOR REDUCTION INTERVENTIONS, AND THE ORDERING OF LABORATORY/DIAGNOSTIC PROCEDURES, ESTABLISHED PATIENT; 65 YEARS AND OLDER",CPT,Date_Difference,94,2608,434.8723404255319,376.61886503067484
c99397_max_min_dd,numerical,258,99397,"PERIODIC COMPREHENSIVE PREVENTIVE MEDICINE REEVALUATION AND MANAGEMENT OF AN INDIVIDUAL INCLUDING AN AGE AND GENDER APPROPRIATE HISTORY, EXAMINATION, COUNSELING/ANTICIPATORY GUIDANCE/RISK FACTOR REDUCTION INTERVENTIONS, AND THE ORDERING OF LABORATORY/DIAGNOSTIC PROCEDURES, ESTABLISHED PATIENT; 65 YEARS AND OLDER",CPT,Date_Difference,21,639,402.7142857142857,371.8513302034429
d0389_claim_cnt,numerical,31,0389,UNSPECIFIED SEPTICEMIA,ICD-9,NA,54,1898,2.5,2.7918861959957852
d0389_index_max_dd,numerical,531,0389,UNSPECIFIED SEPTICEMIA,ICD-9,Date_Difference,43,1379,245.4418604651163,205.09789702683105
d0389_index_min_dd,numerical,557,0389,UNSPECIFIED SEPTICEMIA,ICD-9,Date_Difference,44,1512,267.47727272727275,218.4457671957672
d0389_max_min_dd,numerical,185,0389,UNSPECIFIED SEPTICEMIA,ICD-9,Date_Difference,26,842,46.73076923076923,56.365795724465556
d1101_claim_cnt,numerical,22,1101,DERMATOPHYTOSIS OF NAIL,ICD-9,NA,119,2545,3.142857142857143,2.9088408644400787
d1101_index_max_dd,numerical,656,1101,DERMATOPHYTOSIS OF NAIL,ICD-9,Date_Difference,119,2534,234.1596638655462,239.0236779794791
d1101_index_min_dd,numerical,701,1101,DERMATOPHYTOSIS OF NAIL,ICD-9,Date_Difference,119,2537,420.96638655462186,405.02837997635004
d1101_max_min_dd,numerical,534,1101,DERMATOPHYTOSIS OF NAIL,ICD-9,Date_Difference,62,1342,358.5483870967742,314.35991058122204
d185_claim_cnt,numerical,140,185,MALIGNANT NEOPLASM OF PROSTATE,ICD-9,NA,2955,57183,12.132656514382402,8.581501495199623
d185_index_max_dd,numerical,732,185,MALIGNANT NEOPLASM OF PROSTATE,ICD-9,Date_Difference,462,12341,117.34632034632034,136.97350295762095
d185_index_min_dd,numerical,732,185,MALIGNANT NEOPLASM OF PROSTATE,ICD-9,Date_Difference,2628,46822,445.94368340943686,329.486758361454
d185_max_min_dd,numerical,732,185,MALIGNANT NEOPLASM OF PROSTATE,ICD-9,Date_Difference,2536,43625,440.74369085173504,314.8845616045845
d1962_claim_cnt,numerical,8,1962,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRA-ABDOMINAL LYMPH NODES,ICD-9,NA,78,1971,1.2435897435897436,1.2288178589548453
d1962_index_max_dd,numerical,2,1962,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRA-ABDOMINAL LYMPH NODES,ICD-9,Date_Difference,0,0,NaN,NaN
d1962_index_min_dd,numerical,2,1962,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRA-ABDOMINAL LYMPH NODES,ICD-9,Date_Difference,0,0,NaN,NaN
d1962_max_min_dd,numerical,2,1962,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRA-ABDOMINAL LYMPH NODES,ICD-9,Date_Difference,0,0,NaN,NaN
d1966_claim_cnt,numerical,8,1966,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRAPELVIC LYMPH NODES,ICD-9,NA,99,4567,1.1616161616161615,1.2574994525947012
d1966_index_max_dd,numerical,2,1966,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRAPELVIC LYMPH NODES,ICD-9,Date_Difference,0,0,NaN,NaN
d1966_index_min_dd,numerical,2,1966,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRAPELVIC LYMPH NODES,ICD-9,Date_Difference,0,0,NaN,NaN
d1966_max_min_dd,numerical,2,1966,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRAPELVIC LYMPH NODES,ICD-9,Date_Difference,0,0,NaN,NaN
d1969_claim_cnt,numerical,5,1969,"SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES, SITE UNSPECIFIED",ICD-9,NA,73,1619,1.1643835616438356,1.1365040148239653
d1969_index_max_dd,numerical,2,1969,"SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES, SITE UNSPECIFIED",ICD-9,Date_Difference,0,0,NaN,NaN
d1969_index_min_dd,numerical,2,1969,"SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES, SITE UNSPECIFIED",ICD-9,Date_Difference,0,0,NaN,NaN
d1969_max_min_dd,numerical,2,1969,"SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES, SITE UNSPECIFIED",ICD-9,Date_Difference,0,0,NaN,NaN
d1970_claim_cnt,numerical,10,1970,SECONDARY MALIGNANT NEOPLASM OF LUNG,ICD-9,NA,69,2800,1.0869565217391304,1.2314285714285715
d1970_index_max_dd,numerical,2,1970,SECONDARY MALIGNANT NEOPLASM OF LUNG,ICD-9,Date_Difference,0,0,NaN,NaN
d1970_index_min_dd,numerical,3,1970,SECONDARY MALIGNANT NEOPLASM OF LUNG,ICD-9,Date_Difference,0,1,NaN,1
d1970_max_min_dd,numerical,3,1970,SECONDARY MALIGNANT NEOPLASM OF LUNG,ICD-9,Date_Difference,0,1,NaN,1
d1977_claim_cnt,numerical,10,1977,"MALIGNANT NEOPLASM OF LIVER, SECONDARY",ICD-9,NA,56,3969,1.1785714285714286,1.2509448223733939
d1977_index_max_dd,numerical,2,1977,"MALIGNANT NEOPLASM OF LIVER, SECONDARY",ICD-9,Date_Difference,0,0,NaN,NaN
d1977_index_min_dd,numerical,2,1977,"MALIGNANT NEOPLASM OF LIVER, SECONDARY",ICD-9,Date_Difference,0,0,NaN,NaN
d1977_max_min_dd,numerical,2,1977,"MALIGNANT NEOPLASM OF LIVER, SECONDARY",ICD-9,Date_Difference,0,0,NaN,NaN
d1981_claim_cnt,numerical,8,1981,SECONDARY MALIGNANT NEOPLASM OF OTHER URINARY ORGANS,ICD-9,NA,58,1459,1.206896551724138,1.2638793694311172
d1981_index_max_dd,numerical,2,1981,SECONDARY MALIGNANT NEOPLASM OF OTHER URINARY ORGANS,ICD-9,Date_Difference,0,0,NaN,NaN
d1981_index_min_dd,numerical,2,1981,SECONDARY MALIGNANT NEOPLASM OF OTHER URINARY ORGANS,ICD-9,Date_Difference,0,0,NaN,NaN
d1981_max_min_dd,numerical,2,1981,SECONDARY MALIGNANT NEOPLASM OF OTHER URINARY ORGANS,ICD-9,Date_Difference,0,0,NaN,NaN
d1983_claim_cnt,numerical,9,1983,SECONDARY MALIGNANT NEOPLASM OF BRAIN AND SPINAL CORD,ICD-9,NA,24,1569,1.5,1.295729764181007
d1983_index_max_dd,numerical,2,1983,SECONDARY MALIGNANT NEOPLASM OF BRAIN AND SPINAL CORD,ICD-9,Date_Difference,0,0,NaN,NaN
d1983_index_min_dd,numerical,2,1983,SECONDARY MALIGNANT NEOPLASM OF BRAIN AND SPINAL CORD,ICD-9,Date_Difference,0,0,NaN,NaN
d1983_max_min_dd,numerical,2,1983,SECONDARY MALIGNANT NEOPLASM OF BRAIN AND SPINAL CORD,ICD-9,Date_Difference,0,0,NaN,NaN
d1985_claim_cnt,numerical,15,1985,SECONDARY MALIGNANT NEOPLASM OF BONE AND BONE MARROW,ICD-9,NA,2506,43286,1.2294493216280926,1.2288961789031096
d1985_index_max_dd,numerical,4,1985,SECONDARY MALIGNANT NEOPLASM OF BONE AND BONE MARROW,ICD-9,Date_Difference,0,2,NaN,56.5
d1985_index_min_dd,numerical,16,1985,SECONDARY MALIGNANT NEOPLASM OF BONE AND BONE MARROW,ICD-9,Date_Difference,1,13,53,120.76923076923077
d1985_max_min_dd,numerical,14,1985,SECONDARY MALIGNANT NEOPLASM OF BONE AND BONE MARROW,ICD-9,Date_Difference,1,11,53,132.45454545454547
d1988_claim_cnt,numerical,9,1988,SECONDARY MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES,ICD-9,NA,181,7604,1.0939226519337018,1.1703051025775908
d1988_index_max_dd,numerical,2,1988,SECONDARY MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES,ICD-9,Date_Difference,0,0,NaN,NaN
d1988_index_min_dd,numerical,2,1988,SECONDARY MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES,ICD-9,Date_Difference,0,0,NaN,NaN
d1988_max_min_dd,numerical,2,1988,SECONDARY MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES,ICD-9,Date_Difference,0,0,NaN,NaN
d1991_claim_cnt,numerical,10,1991,OTHER MALIGNANT NEOPLASM WITHOUT SPECIFICATION OF SITE,ICD-9,NA,54,2578,1.2222222222222223,1.196276183087665
d1991_index_max_dd,numerical,3,1991,OTHER MALIGNANT NEOPLASM WITHOUT SPECIFICATION OF SITE,ICD-9,Date_Difference,0,1,NaN,36
d1991_index_min_dd,numerical,4,1991,OTHER MALIGNANT NEOPLASM WITHOUT SPECIFICATION OF SITE,ICD-9,Date_Difference,0,2,NaN,70
d1991_max_min_dd,numerical,3,1991,OTHER MALIGNANT NEOPLASM WITHOUT SPECIFICATION OF SITE,ICD-9,Date_Difference,0,1,NaN,104
d2113_claim_cnt,numerical,15,2113,BENIGN NEOPLASM OF COLON,ICD-9,NA,192,5231,1.9375,2.1007455553431464
d2113_index_max_dd,numerical,731,2113,BENIGN NEOPLASM OF COLON,ICD-9,Date_Difference,188,5123,312.09574468085106,311.0689049385126
d2113_index_min_dd,numerical,732,2113,BENIGN NEOPLASM OF COLON,ICD-9,Date_Difference,189,5150,333.978835978836,334.2904854368932
d2113_max_min_dd,numerical,334,2113,BENIGN NEOPLASM OF COLON,ICD-9,Date_Difference,29,951,153.3793103448276,134.58464773922188
d2334_claim_cnt,numerical,24,2334,CARCINOMA IN SITU OF PROSTATE,ICD-9,NA,62,1436,2.8548387096774195,2.0912256267409473
d2334_index_max_dd,numerical,546,2334,CARCINOMA IN SITU OF PROSTATE,ICD-9,Date_Difference,62,1264,297.2258064516129,227.0743670886076
d2334_index_min_dd,numerical,577,2334,CARCINOMA IN SITU OF PROSTATE,ICD-9,Date_Difference,62,1296,402.2258064516129,283.4074074074074
d2334_max_min_dd,numerical,270,2334,CARCINOMA IN SITU OF PROSTATE,ICD-9,Date_Difference,28,441,232.5,182.02721088435374
d2365_claim_cnt,numerical,17,2365,NEOPLASM OF UNCERTAIN BEHAVIOR OF PROSTATE,ICD-9,NA,46,1096,2.1739130434782608,1.9945255474452555
d2365_index_max_dd,numerical,466,2365,NEOPLASM OF UNCERTAIN BEHAVIOR OF PROSTATE,ICD-9,Date_Difference,43,1033,341.4418604651163,199.2913843175218
d2365_index_min_dd,numerical,498,2365,NEOPLASM OF UNCERTAIN BEHAVIOR OF PROSTATE,ICD-9,Date_Difference,44,1056,393.65909090909093,241.82007575757575
d2365_max_min_dd,numerical,183,2365,NEOPLASM OF UNCERTAIN BEHAVIOR OF PROSTATE,ICD-9,Date_Difference,18,366,146.61111111111111,135.2295081967213
d2382_claim_cnt,numerical,12,2382,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,ICD-9,NA,77,1819,1.4935064935064934,1.4964266080263882
d2382_index_max_dd,numerical,666,2382,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,ICD-9,Date_Difference,77,1806,359.2207792207792,332.48006644518273
d2382_index_min_dd,numerical,673,2382,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,ICD-9,Date_Difference,77,1808,404.0779220779221,375.33849557522126
d2382_max_min_dd,numerical,241,2382,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,ICD-9,Date_Difference,21,389,164.47619047619048,200.90745501285346
d2449_claim_cnt,numerical,29,2449,UNSPECIFIED ACQUIRED HYPOTHYROIDISM,ICD-9,NA,167,3949,3.3892215568862274,3.098252722208154
d2449_index_max_dd,numerical,696,2449,UNSPECIFIED ACQUIRED HYPOTHYROIDISM,ICD-9,Date_Difference,160,3613,224.36875,230.5856628840299
d2449_index_min_dd,numerical,722,2449,UNSPECIFIED ACQUIRED HYPOTHYROIDISM,ICD-9,Date_Difference,164,3828,447.4878048780488,408.9239811912226
d2449_max_min_dd,numerical,675,2449,UNSPECIFIED ACQUIRED HYPOTHYROIDISM,ICD-9,Date_Difference,104,2266,360.47115384615387,323.148720211827
d2500_claim_cnt,numerical,78,2500,"DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,NA,708,15498,5.8658192090395485,6.344108917279649
d2500_index_max_dd,numerical,730,2500,"DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,634,13223,176.47476340694007,170.73999848748392
d2500_index_min_dd,numerical,732,2500,"DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,690,15044,474.0550724637681,473.4618452539218
d2500_max_min_dd,numerical,732,2500,"DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,526,11937,409.15019011406844,407.5617826924688
d2504_claim_cnt,numerical,37,2504,"DIABETES WITH RENAL MANIFESTATIONS, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,NA,77,1938,4.090909090909091,3.9628482972136223
d2504_index_max_dd,numerical,564,2504,"DIABETES WITH RENAL MANIFESTATIONS, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,71,1726,181.22535211267606,195.82155272305909
d2504_index_min_dd,numerical,669,2504,"DIABETES WITH RENAL MANIFESTATIONS, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,76,1840,396.85526315789474,383.6038043478261
d2504_max_min_dd,numerical,575,2504,"DIABETES WITH RENAL MANIFESTATIONS, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,52,1203,332.5769230769231,305.77140482128016
d2505_claim_cnt,numerical,30,2505,"DIABETES WITH OPHTHALMIC MANIFESTATIONS, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,NA,48,1292,2.5625,3.226780185758514
d2505_index_max_dd,numerical,569,2505,"DIABETES WITH OPHTHALMIC MANIFESTATIONS, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,46,1265,286.8478260869565,272.03715415019764
d2505_index_min_dd,numerical,590,2505,"DIABETES WITH OPHTHALMIC MANIFESTATIONS, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,48,1280,420.0625,428.32734375
d2505_max_min_dd,numerical,410,2505,"DIABETES WITH OPHTHALMIC MANIFESTATIONS, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,23,663,302.95652173913044,307.8914027149321
d2506_claim_cnt,numerical,37,2506,"DIABETES WITH NEUROLOGICAL MANIFESTATIONS, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED",ICD-9,NA,111,2512,3.4144144144144146,3.6488853503184715
d2506_index_max_dd,numerical,643,2506,"DIABETES WITH NEUROLOGICAL MANIFESTATIONS, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,103,2341,243.4757281553398,220.5138829560017
d2506_index_min_dd,numerical,698,2506,"DIABETES WITH NEUROLOGICAL MANIFESTATIONS, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,108,2436,403.1111111111111,390.1600985221675
d2506_max_min_dd,numerical,583,2506,"DIABETES WITH NEUROLOGICAL MANIFESTATIONS, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,61,1437,302.59016393442624,302.1621433542102
d2508_claim_cnt,numerical,41,2508,"DIABETES WITH OTHER SPECIFIED MANIFESTATIONS, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED",ICD-9,NA,43,1317,2.511627906976744,3.580865603644647
d2508_index_max_dd,numerical,523,2508,"DIABETES WITH OTHER SPECIFIED MANIFESTATIONS, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,42,1209,276.3809523809524,228.4582299421009
d2508_index_min_dd,numerical,580,2508,"DIABETES WITH OTHER SPECIFIED MANIFESTATIONS, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,42,1242,327.73809523809524,316.0338164251208
d2508_max_min_dd,numerical,328,2508,"DIABETES WITH OTHER SPECIFIED MANIFESTATIONS, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED",ICD-9,Date_Difference,16,631,134.8125,184.32329635499207
d2572_claim_cnt,numerical,41,2572,OTHER TESTICULAR HYPOFUNCTION,ICD-9,NA,102,1753,2.5588235294117645,3.206503137478608
d2572_index_max_dd,numerical,624,2572,OTHER TESTICULAR HYPOFUNCTION,ICD-9,Date_Difference,96,1590,252.41666666666666,264.22327044025155
d2572_index_min_dd,numerical,642,2572,OTHER TESTICULAR HYPOFUNCTION,ICD-9,Date_Difference,96,1666,382.40625,398.6602641056423
d2572_max_min_dd,numerical,476,2572,OTHER TESTICULAR HYPOFUNCTION,ICD-9,Date_Difference,48,833,259.9791666666667,292.9807923169268
d2689_claim_cnt,numerical,23,2689,UNSPECIFIED VITAMIN D DEFICIENCY,ICD-9,NA,174,4186,2.0919540229885056,2.159340659340659
d2689_index_max_dd,numerical,701,2689,UNSPECIFIED VITAMIN D DEFICIENCY,ICD-9,Date_Difference,161,3956,259.4099378881988,247.11172901921134
d2689_index_min_dd,numerical,723,2689,UNSPECIFIED VITAMIN D DEFICIENCY,ICD-9,Date_Difference,162,4035,379.2901234567901,361.2436183395291
d2689_max_min_dd,numerical,618,2689,UNSPECIFIED VITAMIN D DEFICIENCY,ICD-9,Date_Difference,71,1680,277.1830985915493,285.7404761904762
d2720_claim_cnt,numerical,32,2720,PURE HYPERCHOLESTEROLEMIA,ICD-9,NA,332,8373,2.7740963855421685,2.7067956526931805
d2720_index_max_dd,numerical,731,2720,PURE HYPERCHOLESTEROLEMIA,ICD-9,Date_Difference,322,7967,266.06832298136646,254.99887034015313
d2720_index_min_dd,numerical,731,2720,PURE HYPERCHOLESTEROLEMIA,ICD-9,Date_Difference,326,8138,435.12883435582825,421.96805111821084
d2720_max_min_dd,numerical,711,2720,PURE HYPERCHOLESTEROLEMIA,ICD-9,Date_Difference,177,4428,317.3898305084746,316.7118337850045
d2722_claim_cnt,numerical,28,2722,MIXED HYPERLIPIDEMIA,ICD-9,NA,222,5494,3.036036036036036,2.794139060793593
d2722_index_max_dd,numerical,728,2722,MIXED HYPERLIPIDEMIA,ICD-9,Date_Difference,219,5360,228.8310502283105,236.5266791044776
d2722_index_min_dd,numerical,732,2722,MIXED HYPERLIPIDEMIA,ICD-9,Date_Difference,221,5442,427.4027149321267,402.8008085262771
d2722_max_min_dd,numerical,680,2722,MIXED HYPERLIPIDEMIA,ICD-9,Date_Difference,128,2990,346.421875,309.11672240802676
d2724_claim_cnt,numerical,42,2724,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,ICD-9,NA,861,20472,3.102206736353078,3.2819949198905825
d2724_index_max_dd,numerical,732,2724,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,ICD-9,Date_Difference,822,19148,233.7323600973236,228.9678817631084
d2724_index_min_dd,numerical,732,2724,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,ICD-9,Date_Difference,846,19983,437.2860520094563,434.236501025872
d2724_max_min_dd,numerical,732,2724,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,ICD-9,Date_Difference,544,12793,326.86764705882354,335.5796920190729
d2749_claim_cnt,numerical,23,2749,"GOUT, UNSPECIFIED",ICD-9,NA,67,2077,1.8955223880597014,2.4545016851227732
d2749_index_max_dd,numerical,647,2749,"GOUT, UNSPECIFIED",ICD-9,Date_Difference,66,1976,313.3181818181818,273.7525303643725
d2749_index_min_dd,numerical,682,2749,"GOUT, UNSPECIFIED",ICD-9,Date_Difference,67,2029,394.74626865671644,394.57417447018236
d2749_max_min_dd,numerical,498,2749,"GOUT, UNSPECIFIED",ICD-9,Date_Difference,25,980,230.76,264.9551020408163
d2761_claim_cnt,numerical,25,2761,HYPOSMOLALITY AND/OR HYPONATREMIA,ICD-9,NA,79,1956,2.3417721518987342,2.3696319018404908
d2761_index_max_dd,numerical,551,2761,HYPOSMOLALITY AND/OR HYPONATREMIA,ICD-9,Date_Difference,57,1400,243.80701754385964,223.11
d2761_index_min_dd,numerical,598,2761,HYPOSMOLALITY AND/OR HYPONATREMIA,ICD-9,Date_Difference,57,1527,273.36842105263156,252.5887360838245
d2761_max_min_dd,numerical,243,2761,HYPOSMOLALITY AND/OR HYPONATREMIA,ICD-9,Date_Difference,27,832,62.407407407407405,88.15985576923077
d2762_claim_cnt,numerical,20,2762,ACIDOSIS,ICD-9,NA,41,1368,1.9024390243902438,2.1695906432748537
d2762_index_max_dd,numerical,453,2762,ACIDOSIS,ICD-9,Date_Difference,30,932,249.6,207.43347639484978
d2762_index_min_dd,numerical,484,2762,ACIDOSIS,ICD-9,Date_Difference,31,1006,257.3225806451613,224.1610337972167
d2762_max_min_dd,numerical,137,2762,ACIDOSIS,ICD-9,Date_Difference,15,518,32.6,62.11969111969112
d2765_claim_cnt,numerical,27,2765,HYPOVOLEMIA,ICD-9,NA,121,2936,2.4545454545454546,2.061307901907357
d2765_index_max_dd,numerical,654,2765,HYPOVOLEMIA,ICD-9,Date_Difference,102,2282,242.0392156862745,220.50788781770376
d2765_index_min_dd,numerical,658,2765,HYPOVOLEMIA,ICD-9,Date_Difference,107,2428,272.7943925233645,238.3838550247117
d2765_max_min_dd,numerical,264,2765,HYPOVOLEMIA,ICD-9,Date_Difference,41,977,109.78048780487805,77.37666325486182
d2767_claim_cnt,numerical,22,2767,HYPERPOTASSEMIA,ICD-9,NA,71,1802,2.112676056338028,2.456159822419534
d2767_index_max_dd,numerical,575,2767,HYPERPOTASSEMIA,ICD-9,Date_Difference,65,1504,249.98461538461538,233.1662234042553
d2767_index_min_dd,numerical,602,2767,HYPERPOTASSEMIA,ICD-9,Date_Difference,66,1597,273,264.68127739511584
d2767_max_min_dd,numerical,247,2767,HYPERPOTASSEMIA,ICD-9,Date_Difference,35,825,50.542857142857144,87.28969696969698
d2768_claim_cnt,numerical,19,2768,HYPOPOTASSEMIA,ICD-9,NA,55,1565,1.7636363636363637,2.06517571884984
d2768_index_max_dd,numerical,578,2768,HYPOPOTASSEMIA,ICD-9,Date_Difference,50,1372,279.5,255.93148688046648
d2768_index_min_dd,numerical,605,2768,HYPOPOTASSEMIA,ICD-9,Date_Difference,51,1435,294.3137254901961,290.57421602787457
d2768_max_min_dd,numerical,234,2768,HYPOPOTASSEMIA,ICD-9,Date_Difference,19,701,54.473684210526315,93.91726105563481
d2780_claim_cnt,numerical,29,2780,MORBID OBESITY,ICD-9,NA,196,4516,2.239795918367347,2.325509300265722
d2780_index_max_dd,numerical,722,2780,MORBID OBESITY,ICD-9,Date_Difference,187,4124,270.427807486631,267.6190591658584
d2780_index_min_dd,numerical,729,2780,MORBID OBESITY,ICD-9,Date_Difference,190,4264,370.91052631578947,376.31519699812384
d2780_max_min_dd,numerical,630,2780,MORBID OBESITY,ICD-9,Date_Difference,81,1991,245.71604938271605,251.60572576594677
d2809_claim_cnt,numerical,44,2809,"IRON DEFICIENCY ANEMIA, UNSPECIFIED",ICD-9,NA,124,2414,4.225806451612903,3.5894780447390224
d2809_index_max_dd,numerical,636,2809,"IRON DEFICIENCY ANEMIA, UNSPECIFIED",ICD-9,Date_Difference,110,2125,245.4090909090909,226.3745882352941
d2809_index_min_dd,numerical,666,2809,"IRON DEFICIENCY ANEMIA, UNSPECIFIED",ICD-9,Date_Difference,117,2256,334.2307692307692,318.86081560283685
d2809_max_min_dd,numerical,475,2809,"IRON DEFICIENCY ANEMIA, UNSPECIFIED",ICD-9,Date_Difference,64,1285,189.21875,185.45058365758754
d2851_claim_cnt,numerical,22,2851,ACUTE POSTHEMORRHAGIC ANEMIA,ICD-9,NA,64,1523,2.640625,2.1424819435325015
d2851_index_max_dd,numerical,527,2851,ACUTE POSTHEMORRHAGIC ANEMIA,ICD-9,Date_Difference,48,1090,280.5208333333333,260.0256880733945
d2851_index_min_dd,numerical,533,2851,ACUTE POSTHEMORRHAGIC ANEMIA,ICD-9,Date_Difference,51,1170,290.96078431372547,263.71367521367523
d2851_max_min_dd,numerical,133,2851,ACUTE POSTHEMORRHAGIC ANEMIA,ICD-9,Date_Difference,37,625,37.13513513513514,40.1872
